numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07643;20250106150000;100320;50;3;70;2.100000;289.050000;285.650000;80;14860;0;mq;mq;100;8;2250;mq;mq;mq;100230;mq;mq;-630;mq;mq;mq;mq;284.450000;mq;mq;2.800000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;2160;8;mq;6060;mq;mq;mq;mq;mq;mq;
07650;20250106150000;100410;-100;6;140;7.100000;288.350000;284.550000;78;19320;0;mq;mq;90;5;800;mq;mq;mq;100030;mq;mq;-730;mq;mq;mq;mq;285.450000;mq;mq;10.900000;14.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;0.600000;mq;mq;mq;mq;2;mq;630;3;mq;840;5;mq;1140;mq;8;mq;
07661;20250106150000;mq;mq;mq;170;6.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;9.700000;9.700000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20250106150000;100780;-60;6;340;4.000000;284.650000;282.850000;89;30000;21;6;2;100;7;450;35;mq;mq;100470;mq;mq;-710;mq;mq;mq;mq;282.250000;mq;mq;5.800000;9.000000;-10;1;0.000000;mq;mq;0.200000;0.200000;1.200000;5.700000;5.900000;mq;mq;mq;mq;3;6;400;5;6;700;7;6;1800;mq;mq;mq;
07747;20250106150000;100430;130;1;310;6.900000;286.450000;279.350000;62;60000;0;mq;mq;90;1;800;mq;mq;mq;99910;mq;mq;-240;mq;mq;mq;mq;278.850000;mq;mq;12.300000;13.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;930;3;mq;4140;7;mq;4980;mq;mq;mq;
07761;20250106150000;100980;-100;6;70;0.600000;289.050000;280.550000;57;51050;0;mq;mq;mq;3;6480;mq;mq;mq;100870;mq;mq;-740;mq;mq;mq;mq;280.150000;mq;mq;1.200000;2.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;6480;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20250106150000;100860;-120;6;330;2.700000;286.150000;282.250000;77;19920;0;mq;mq;100;8;5340;mq;mq;mq;100720;mq;mq;-760;mq;mq;mq;mq;281.550000;mq;mq;4.000000;4.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;5340;8;mq;6000;mq;mq;mq;mq;mq;mq;
61968;20250106150000;101210;60;3;80;2.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;70;mq;mq;mq;mq;mq;mq;mq;mq;4.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20250106150000;101150;70;5;40;3.100000;303.950000;298.350000;72;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101040;mq;mq;150;mq;302.350000;mq;306.250000;mq;mq;mq;mq;6.400000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20250106150000;101090;60;5;20;6.400000;304.250000;299.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101020;mq;mq;170;mq;302.350000;mq;305.750000;mq;mq;mq;mq;8.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
