numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07005;20241226180000;103480;0;5;110;1.800000;278.250000;277.850000;97;17940;0;mq;mq;mq;mq;mq;mq;mq;mq;102570;mq;mq;-40;278.250000;mq;280.550000;mq;279.050000;mq;mq;3.200000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20241226180000;103530;-10;6;20;2.100000;277.350000;277.250000;99;3460;10;mq;mq;mq;0;mq;mq;mq;mq;102930;mq;mq;-10;277.250000;mq;280.350000;mq;274.850000;mq;mq;3.100000;3.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20241226180000;103370;60;3;100;2.500000;281.050000;281.050000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;103260;mq;mq;-100;279.650000;mq;281.750000;mq;mq;mq;mq;4.600000;6.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20241226180000;103380;20;3;90;2.500000;280.450000;280.350000;99;1990;10;mq;mq;101;9;30;mq;mq;mq;102540;mq;mq;-150;279.350000;mq;281.150000;mq;281.450000;mq;mq;3.700000;4.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20241226180000;103450;30;3;50;1.700000;277.850000;277.850000;100;3130;10;mq;mq;101;9;30;mq;mq;mq;101480;mq;mq;-100;277.850000;mq;280.250000;mq;280.450000;mq;mq;2.800000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20241226180000;103440;0;5;240;0.700000;275.450000;274.450000;93;18630;0;mq;mq;mq;0;mq;mq;mq;mq;102230;mq;mq;-180;275.450000;mq;281.650000;mq;276.950000;mq;mq;1.400000;2.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20241226180000;103260;30;2;50;2.300000;279.550000;279.550000;100;210;45;mq;mq;101;9;30;mq;mq;mq;102040;mq;mq;-190;277.850000;mq;280.250000;mq;278.650000;mq;mq;3.500000;4.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.400000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20241226180000;103300;30;2;80;4.700000;279.750000;279.750000;100;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102570;mq;mq;-180;279.650000;mq;281.050000;mq;mq;mq;mq;7.500000;8.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20241226180000;103270;20;3;80;2.300000;280.750000;280.450000;98;10830;0;mq;mq;100;8;80;mq;mq;mq;102810;mq;mq;-210;279.750000;mq;281.050000;mq;282.050000;mq;mq;3.900000;4.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20241226180000;103340;40;3;40;3.300000;280.050000;279.450000;96;10700;0;mq;mq;100;8;150;mq;mq;mq;101540;mq;mq;-160;279.850000;mq;281.550000;mq;281.350000;mq;mq;5.100000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq;
