numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07314;20241227180000;103080;-10;5;90;2.500000;280.550000;278.650000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102790;mq;mq;20;277.850000;mq;280.550000;mq;mq;mq;mq;5.000000;5.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20241227180000;103200;10;3;130;1.600000;276.150000;276.050000;99;3800;10;mq;mq;100;8;80;mq;mq;mq;101690;mq;mq;50;272.250000;mq;276.250000;mq;277.950000;mq;mq;2.600000;3.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;60;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07434;20241227180000;103060;10;3;50;1.100000;281.550000;276.550000;71;26700;0;mq;mq;mq;0;mq;mq;mq;mq;98180;mq;mq;90;275.050000;mq;285.350000;mq;275.050000;mq;mq;1.600000;1.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07460;20241227180000;103250;70;3;260;1.500000;276.350000;274.050000;85;13090;0;mq;mq;mq;0;mq;mq;mq;mq;99140;mq;mq;30;270.450000;mq;284.150000;mq;270.450000;mq;mq;2.000000;2.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20241227180000;mq;50;3;230;1.700000;273.450000;269.550000;75;20000;0;mq;mq;mq;0;mq;mq;mq;mq;93310;92500;903;120;266.950000;mq;282.750000;mq;268.950000;mq;mq;2.600000;2.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20241227180000;103380;10;1;250;0.600000;271.750000;271.350000;97;130;49;4;4;101;9;mq;62;61;60;100320;mq;mq;0;268.950000;mq;272.850000;mq;mq;mq;mq;0.900000;1.200000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;9;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20241227180000;103050;40;3;40;2.500000;278.650000;278.250000;97;630;44;mq;mq;mq;0;mq;mq;mq;mq;102450;mq;mq;40;278.350000;mq;282.650000;mq;276.050000;mq;mq;3.000000;5.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20241227180000;103110;30;3;0;0.000000;277.450000;275.950000;90;20000;0;mq;mq;mq;0;mq;mq;mq;mq;99870;mq;mq;50;270.250000;mq;283.650000;mq;275.250000;mq;mq;0.500000;1.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20241227180000;103030;20;3;80;1.600000;282.250000;267.150000;34;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94600;mq;mq;130;275.650000;mq;286.550000;mq;271.650000;mq;mq;2.100000;3.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20241227180000;103230;50;3;10;3.300000;276.750000;273.250000;78;14310;0;mq;mq;mq;mq;mq;mq;mq;mq;102290;mq;mq;10;272.550000;mq;279.150000;mq;273.150000;mq;mq;5.200000;6.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20241227180000;mq;80;3;260;1.000000;276.350000;267.450000;52;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92830;92500;903;20;mq;272.050000;mq;285.350000;mq;mq;mq;2.200000;2.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20241227180000;103060;50;3;110;2.900000;278.950000;278.950000;100;620;45;mq;mq;101;9;30;mq;mq;mq;102320;mq;mq;50;277.650000;mq;279.650000;mq;281.250000;mq;mq;4.600000;5.100000;-10;mq;0.010000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20241227180000;103080;30;3;200;0.700000;276.050000;275.750000;98;270;45;mq;mq;101;9;30;mq;mq;mq;98570;mq;mq;40;272.150000;mq;282.250000;mq;269.950000;mq;mq;1.000000;1.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20241227180000;103090;80;3;160;1.700000;277.150000;276.750000;97;20000;0;mq;mq;0;0;mq;mq;mq;mq;97990;mq;mq;20;mq;272.350000;mq;287.050000;273.950000;mq;mq;3.300000;3.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20241227180000;103050;40;3;310;2.500000;278.150000;276.150000;87;14020;0;mq;mq;mq;0;mq;mq;mq;mq;101180;mq;mq;20;273.050000;mq;283.850000;mq;275.150000;mq;mq;3.000000;3.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
