numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07460;20241226150000;103170;-60;6;40;1.800000;279.250000;274.350000;71;13720;0;mq;mq;mq;0;mq;mq;mq;mq;99100;mq;mq;-220;mq;mq;mq;mq;276.650000;mq;mq;4.200000;4.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20241226150000;mq;-40;5;150;0.600000;273.150000;272.750000;97;630;45;mq;mq;101;9;30;mq;mq;mq;93190;92500;893;-140;mq;mq;mq;mq;272.650000;mq;mq;1.400000;2.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20241226150000;103300;-70;6;350;2.300000;277.550000;273.650000;76;16000;1;0;0;0;0;mq;30;20;10;100310;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;2.900000;2.900000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20241226150000;103000;-50;5;30;2.200000;280.150000;278.450000;89;18210;0;mq;mq;100;8;250;mq;mq;mq;102400;mq;mq;-170;mq;mq;mq;mq;279.850000;mq;mq;3.700000;4.100000;-10;0;0.000000;mq;mq;0.200000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07535;20241226150000;102960;-60;5;330;1.700000;281.550000;277.350000;75;20000;0;mq;mq;mq;0;mq;mq;mq;mq;99770;mq;mq;-220;mq;mq;mq;mq;278.850000;mq;mq;2.600000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20241226150000;102800;-50;5;130;3.500000;283.350000;271.650000;44;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;94420;mq;mq;-50;mq;mq;mq;mq;270.650000;mq;mq;5.200000;6.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20241226150000;103110;-130;6;20;5.600000;280.250000;273.850000;64;19980;0;mq;mq;mq;mq;mq;mq;mq;mq;102190;mq;mq;60;mq;mq;mq;mq;274.350000;mq;mq;9.400000;9.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20241226150000;mq;100;5;200;2.000000;281.250000;270.050000;45;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;92630;92500;886;30;mq;270.350000;mq;282.550000;mq;mq;mq;3.100000;3.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20241226150000;102960;-50;6;90;1.100000;280.750000;279.850000;94;59470;0;mq;mq;100;8;150;mq;mq;mq;102230;mq;mq;-150;mq;mq;mq;mq;282.150000;mq;mq;2.100000;2.200000;-10;mq;0.010000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20241226150000;102930;-30;5;270;1.800000;280.150000;279.850000;98;18070;0;mq;mq;100;8;150;mq;mq;mq;98500;mq;mq;-150;mq;mq;mq;mq;278.850000;mq;mq;3.000000;4.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
